id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
370,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,-0.26,2,0.7,True,False,0.79,0.0,0.3
371,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,0.23,5,0.46,True,False,0.4,0.62,0.87
372,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,0.16,5,0.71,True,False,0.31,0.58,0.83
373,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,health,-0.66,0,0.54,False,True,0.86,0.0,0.18
374,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,0.62,2,0.31,False,False,0.71,0.24,0.51
375,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,politics,-0.73,2,0.63,True,True,0.6,0.18,0.46
376,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.71,3,0.39,False,False,0.09,0.87,0.98
377,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,0.35,0,0.62,True,False,0.24,0.45,0.58
378,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,celebrity,0.07,0,0.34,True,False,0.31,0.52,0.65
379,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.22,1,0.28,False,False,0.46,0.45,0.63
380,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,economy,-0.22,1,0.42,False,False,0.31,0.53,0.68
381,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-0.03,0,0.78,False,False,0.78,0.0,0.14
382,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,-0.67,0,0.24,False,False,0.47,0.4,0.57
383,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,0.44,5,0.29,True,False,0.24,0.86,1.0
384,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,0.39,2,0.35,False,False,0.93,0.0,0.34
385,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-0.21,3,0.46,True,False,0.7,0.22,0.53
386,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,military,0.28,2,0.47,True,True,0.69,0.18,0.46
387,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,0.32,3,0.74,True,False,0.18,0.6,0.78
388,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,economy,0.33,1,0.52,True,False,0.17,0.62,0.74
389,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,politics,-0.36,5,0.38,True,False,0.4,0.66,0.9
390,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,0.2,2,0.31,False,False,0.63,0.32,0.57
391,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,health,0.23,4,0.43,True,False,0.75,0.24,0.57
392,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,protest,-0.31,4,0.92,False,True,0.64,0.1,0.45
393,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,celebrity,0.11,1,0.43,False,True,0.65,0.18,0.44
394,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,-0.05,0,0.47,False,False,0.46,0.31,0.49
395,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,-0.11,1,0.54,True,False,0.53,0.25,0.48
396,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,0.69,4,0.26,True,False,0.31,0.76,0.95
397,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,-0.06,3,0.58,True,False,0.6,0.26,0.55
398,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,-0.26,2,0.62,True,False,0.36,0.43,0.63
399,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.09,3,0.39,True,False,0.72,0.23,0.54
400,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,protest,-0.07,3,0.68,True,False,0.44,0.37,0.62
401,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,0.34,3,0.71,False,False,0.18,0.62,0.79
402,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,-0.26,0,0.53,True,True,0.76,0.0,0.25
403,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,celebrity,-0.91,4,0.63,True,True,0.42,0.47,0.72
404,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,-0.14,2,0.58,False,False,0.59,0.22,0.49
405,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,0.01,3,0.62,True,False,0.29,0.55,0.75
406,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,-0.79,2,0.54,False,False,0.15,0.68,0.81
407,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,-0.21,3,0.2,False,False,0.68,0.37,0.65
408,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,-0.51,1,0.16,False,False,0.17,0.8,0.88
409,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,politics,-0.26,2,0.53,False,False,0.69,0.15,0.44
410,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,military,-0.13,5,0.65,True,False,0.55,0.37,0.69
411,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,military,-0.27,3,0.5,True,True,0.28,0.62,0.8
412,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,-0.19,0,0.48,True,False,0.35,0.41,0.57
413,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,-0.35,2,0.64,True,False,0.4,0.38,0.6
414,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,-0.47,5,0.25,False,True,0.59,0.54,0.82
415,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,0.21,0,0.4,True,True,0.39,0.41,0.57
416,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,0.19,0,0.59,False,False,0.72,0.0,0.26
417,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,0.32,0,0.47,True,True,0.41,0.36,0.53
